-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(3522, 1215513293, 3, 2, 74, 1342710975, 0, 0, 6, 0),
(3523, 1215513308, 3, 2, 185, 1410405770, 0, 0, 6, 0),
(3524, 1215513320, 3, 2, 15, 1434439496, 1, 2, 6, 0),
(3525, 1215513324, 5, 2, 15, 1403263781, 0, 0, 7, 0),
(3526, 1215513332, 5, 2, 22, 1375021883, 0, 0, 7, 0),
(3527, 1215513333, 2, 2, 67, 1043943710, 0, 0, 7, 0),
(3528, 1215513342, 3, 2, 46, -908629598, 0, 0, 6, 0),
(3529, 1215513350, 5, 2, 15, 1416709925, 0, 0, 7, 0),
(3530, 1215513352, 2, 2, 67, 1361250442, 0, 0, 7, 0),
(3531, 1215513354, 3, 2, 56, 1551158344, 0, 0, 6, 0),
(3532, 1215513357, 1, 2, 225, -859730004, 0, 0, 6, 0),
(3533, 1215513363, 2, 1, 222, -1037278925, 0, 0, 9, 21),
(3534, 1215513368, 2, 2, 77, 1453409233, 0, 0, 7, 0),
(3535, 1215513373, 2, 3, 103, -875237551, 0, 0, 2, 15),
(3536, 1215513383, 5, 4, 130, 1312293349, 0, 0, 0, 0),
(3537, 1215513387, 2, 3, 99, 1370895551, 0, 0, 2, 15),
(3538, 1215513393, 5, 2, 56, 1527021510, 0, 0, 7, 0),
(3539, 1215513396, 2, 2, 152, -1114620176, 0, 0, 7, 0),
(3540, 1215513409, 2, 2, 152, -1113873654, 0, 0, 7, 0),
(3541, 1215513414, 2, 3, 210, -1577700776, 0, 0, 2, 15),
(3542, 1215513416, 2, 2, 0, 701928850, 0, 0, 6, 0),
(3543, 1215513443, 2, 2, 67, 1394665388, 0, 0, 7, 0),
(3544, 1215513449, 2, 2, 225, 1169463590, 0, 0, 7, 0),
(3545, 1215513470, 3, 2, 13, -1098332502, 0, 0, 6, 0),
(3546, 1215513488, 2, 2, 67, 1361511463, 0, 0, 6, 0),
(3547, 1215513501, 2, 2, 161, 1411334659, 1, 3, 7, 0),
(3548, 1215513514, 2, 2, 56, 1338468094, 0, 0, 7, 0),
(3549, 1215513521, 3, 2, 103, 1976054199, 1, 2, 6, 0),
(3550, 1215513540, 2, 4, 31, -918874248, 0, 0, 0, 0),
(3551, 1215513546, 2, 2, 13, -1094859784, 0, 0, 7, 0),
(3552, 1215513554, 3, 2, 103, 2057482051, 1, 2, 6, 0),
(3553, 1215513563, 2, 2, 99, -1846800138, 0, 0, 7, 0),
(3554, 1215513581, 2, 2, 152, -1113685129, 1, 3, 6, 0),
(3555, 1215513582, 3, 2, 185, 1408094545, 1, 3, 6, 0),
(3556, 1215513585, 2, 1, 36, 1348398633, 0, 0, 9, 26),
(3557, 1215513594, 2, 2, 67, 1348942495, 1, 2, 6, 0),
(3558, 1215513597, 3, 2, 67, 1476395306, 0, 0, 6, 0),
(3559, 1215513597, 2, 2, 152, -933450047, 0, 0, 7, 0),
(3560, 1215513601, 2, 2, 152, -1112268963, 0, 0, 7, 0),
(3561, 1215513636, 3, 2, 134, 1371598555, 1, 2, 6, 0),
(3562, 1215513654, 3, 2, 56, 1310908702, 0, 0, 6, 0),
(3563, 1215513667, 3, 2, 67, -640085575, 0, 0, 6, 0),
(3564, 1215513672, 2, 3, 168, -907985550, 0, 0, 2, 14),
(3565, 1215513677, 3, 2, 67, 1361245497, 0, 0, 6, 0),
(3566, 1215513683, 1, 2, 230, -1094203936, 0, 0, 6, 0),
(3567, 1215513689, 3, 2, 90, -1103584054, 0, 0, 6, 0),
(3568, 1215513727, 3, 2, 100, 2107764193, 1, 2, 6, 0),
(3569, 1215513731, 2, 2, 134, -1005788818, 1, 2, 6, 0),
(3570, 1215513758, 2, 3, 108, 1378903507, 0, 0, 2, 14),
(3571, 1215513758, 2, 2, 13, -1106224719, 0, 0, 7, 0),
(3572, 1215513787, 3, 2, 13, -932017999, 0, 0, 6, 0),
(3573, 1215513789, 2, 3, 108, 1046838993, 0, 0, 2, 15),
(3574, 1215513826, 2, 2, 225, 1282260803, 0, 0, 7, 0),
(3575, 1215513852, 2, 2, 13, -1103934274, 0, 0, 7, 0),
(3576, 1215513858, 3, 2, 152, -915798139, 0, 0, 6, 0),
(3577, 1215513865, 3, 2, 30, -908175414, 0, 0, 6, 0),
(3578, 1215513888, 2, 2, 152, -1114168970, 0, 0, 7, 0),
(3579, 1215513891, 2, 2, 225, 1152530410, 0, 0, 7, 0),
(3580, 1215513894, 3, 2, 134, -1005790738, 0, 0, 6, 0),
(3581, 1215513900, 2, 1, 185, 1565594413, 0, 0, 9, 27),
(3582, 1215513905, 2, 2, 13, -1095289116, 0, 0, 6, 0),
(3583, 1215513907, 2, 2, 77, 1344952839, 0, 0, 7, 0),
(3584, 1215513914, 3, 2, 67, 1395042186, 0, 0, 6, 0),
(3585, 1215513921, 2, 2, 152, -1113667376, 0, 0, 7, 0),
(3586, 1215513922, 3, 2, 74, 1465429197, 0, 0, 7, 0),
(3587, 1215513946, 3, 2, 31, -1122040930, 0, 0, 6, 0),
(3588, 1215513947, 2, 2, 67, 1476772196, 0, 0, 7, 0),
(3589, 1215513950, 4, 2, 225, 1094151925, 0, 0, 7, 0),
(3590, 1215513958, 3, 2, 67, 1429940924, 0, 0, 6, 0),
(3591, 1215513964, 3, 2, 99, 1317738265, 0, 0, 6, 0),
(3592, 1215513981, 3, 2, 153, 1009820584, 0, 0, 6, 0),
(3593, 1215513983, 5, 4, 153, 1009917244, 0, 0, 0, 0),
(3594, 1215513984, 3, 2, 15, 1349306663, 0, 0, 6, 0),
(3595, 1215513987, 2, 2, 56, 1420263309, 1, 3, 7, 0),
(3596, 1215513987, 3, 2, 77, 1314275313, 0, 0, 6, 0),
(3597, 1215513996, 3, 2, 13, -934900915, 0, 0, 6, 0),
(3598, 1215514023, 3, 2, 134, 704212601, 1, 2, 6, 0),
(3599, 1215514037, 3, 2, 67, 1417498256, 0, 0, 6, 0),
(3600, 1215514053, 2, 3, 99, 1409342929, 0, 0, 2, 15),
(3601, 1215514065, 3, 2, 177, 1065874321, 0, 0, 6, 0),
(3602, 1215514066, 2, 3, 185, 1500331971, 0, 0, 2, 11),
(3603, 1215514067, 2, 2, 217, 1319572985, 0, 0, 7, 0),
(3604, 1215514070, 3, 2, 152, -914035634, 0, 0, 6, 0),
(3605, 1215514134, 1, 2, 152, -1113817188, 1, 3, 6, 0),
(3606, 1215514147, 3, 2, 48, -565041846, 0, 0, 6, 0),
(3607, 1215514160, 3, 2, 15, 1535171366, 0, 0, 6, 0),
(3608, 1215514166, 2, 2, 99, 1501885073, 0, 0, 7, 0),
(3609, 1215514170, 3, 2, 103, 1001896503, 1, 2, 6, 0),
(3610, 1215514176, 2, 2, 177, 1255064067, 0, 0, 6, 0),
(3611, 1215514179, 2, 3, 132, 1442756683, 0, 0, 2, 15),
(3612, 1215514211, 2, 2, 49, -1102923931, 0, 0, 7, 0),
(3613, 1215514221, 3, 2, 152, -1113316131, 0, 0, 6, 0),
(3614, 1215514226, 3, 2, 185, -730451646, 0, 0, 6, 0),
(3615, 1215514232, 2, 3, 225, -855813422, 0, 0, 1, 12),
(3616, 1215514238, 3, 2, 56, 1437974420, 1, 2, 6, 0),
(3617, 1215514270, 2, 2, 31, -1116201158, 0, 0, 7, 0),
(3618, 1215514289, 2, 4, 0, -1407975152, 0, 0, 0, 0),
(3619, 1215514289, 3, 2, 103, 1975757305, 1, 2, 6, 0),
(3620, 1215514323, 5, 2, 225, 1164912305, 0, 0, 7, 0),
(3621, 1215514346, 1, 2, 46, -934661928, 1, 3, 6, 0),
(3622, 1215514348, 3, 2, 48, 1946231574, 0, 0, 6, 0),
(3623, 1215514349, 2, 3, 0, 168456238, 0, 0, 2, 3),
(3624, 1215514354, 3, 2, 67, 1477527990, 0, 0, 6, 0),
(3625, 1215514359, 2, 2, 67, 1348932305, 1, 2, 6, 0),
(3626, 1215514363, 2, 2, 152, -1112474636, 1, 2, 6, 0),
(3627, 1215514369, 3, 2, 230, -909073865, 1, 2, 6, 0),
(3628, 1215514372, 5, 3, 222, 1299852638, 0, 0, 2, 15),
(3629, 1215514373, 2, 2, 67, -640140161, 1, 3, 7, 0),
(3630, 1215514375, 3, 2, 239, 1565934928, 0, 0, 6, 0),
(3631, 1215514394, 3, 2, 187, 1439706329, 0, 0, 6, 0),
(3632, 1215514413, 3, 2, 230, -934830079, 1, 3, 6, 0),
(3633, 1215514420, 3, 2, 46, -908681535, 0, 0, 6, 0),
(3634, 1215514427, 3, 2, 13, -931198901, 0, 0, 6, 0),
(3635, 1215514432, 3, 2, 13, -1104040828, 0, 0, 6, 0),
(3636, 1215514479, 3, 2, 230, -938999177, 1, 3, 6, 0),
(3637, 1215514493, 3, 2, 174, 1393059699, 0, 0, 6, 0),
(3638, 1215514495, 2, 2, 177, 1089335883, 0, 0, 7, 0),
(3639, 1215514496, 2, 2, 67, 1473845315, 0, 0, 7, 0),
(3640, 1215514510, 2, 2, 22, 1355303565, 0, 0, 7, 0),
(3641, 1215514538, 3, 2, 56, 1303792053, 0, 0, 6, 0),
(3642, 1215514557, 2, 2, 99, 1501927094, 0, 0, 7, 0),
(3643, 1215514559, 2, 2, 56, 1467726031, 0, 0, 7, 0),
(3644, 1215514568, 3, 2, 225, 1128344885, 0, 0, 6, 0),
(3645, 1215514568, 3, 2, 152, -1114044436, 0, 0, 6, 0),
(3646, 1215514577, 2, 2, 152, -1115551481, 0, 0, 7, 0),
(3647, 1215514599, 2, 2, 74, 1447454269, 0, 0, 7, 0),
(3648, 1215514618, 3, 2, 230, -1102392951, 1, 2, 6, 0),
(3649, 1215514631, 3, 2, 177, 1177355752, 1, 9, 6, 0),
(3650, 1215514634, 2, 2, 152, -1114169109, 0, 0, 7, 0),
(3651, 1215514644, 3, 2, 119, 2042565041, 0, 0, 6, 0),
(3652, 1215514658, 2, 1, 36, 1446634783, 0, 0, 9, 50),
(3653, 1215514665, 2, 2, 225, 1243978993, 0, 0, 7, 0),
(3654, 1215514673, 3, 2, 79, 1433746242, 1, 2, 6, 0),
(3655, 1215514675, 2, 2, 225, 206060182, 0, 0, 6, 0),
(3656, 1215514697, 2, 2, 0, -1092467723, 0, 0, 7, 0),
(3657, 1215514700, 3, 2, 152, -1113671123, 0, 0, 6, 0),
(3658, 1215514703, 2, 2, 74, 1391432297, 0, 0, 7, 0),
(3659, 1215514710, 2, 2, 99, 1465975392, 0, 0, 6, 0),
(3660, 1215514726, 2, 2, 67, 1429955592, 0, 0, 7, 0),
(3661, 1215514733, 2, 4, 185, 1310984882, 0, 0, 0, 0),
(3662, 1215514739, 2, 1, 185, 1519810219, 0, 0, 9, 27),
(3663, 1215514741, 5, 2, 77, -643071670, 0, 0, 7, 0),
(3664, 1215514744, 2, 2, 217, 1492947218, 0, 0, 7, 0),
(3665, 1215514760, 2, 2, 108, 1325493512, 0, 0, 7, 0),
(3666, 1215514761, 3, 2, 185, 1307994302, 0, 0, 6, 0),
(3667, 1215514763, 3, 2, 67, 1477161903, 0, 0, 6, 0),
(3668, 1215514771, 2, 2, 56, 1419821883, 1, 5, 6, 0),
(3669, 1215514778, 3, 2, 19, 1545907106, 0, 0, 6, 0),
(3670, 1215514803, 2, 2, 56, -648503516, 0, 0, 7, 0),
(3671, 1215514862, 3, 2, 185, 1531851294, 1, 2, 6, 0),
(3672, 1215514865, 3, 2, 134, -992396485, 1, 2, 6, 0),
(3673, 1215514871, 2, 2, 225, -833731789, 0, 0, 7, 0),
(3674, 1215514885, 3, 2, 56, 1480743511, 0, 0, 6, 0),
(3675, 1215514889, 3, 2, 13, -1106175665, 0, 0, 6, 0),
(3676, 1215514892, 2, 2, 13, -906184113, 1, 3, 7, 0),
(3677, 1215514895, 2, 2, 152, -1113961057, 0, 0, 7, 0),
(3678, 1215514900, 2, 2, 225, 206060134, 0, 0, 6, 0),
(3679, 1215514905, 2, 2, 185, 1533504385, 0, 0, 7, 0),
(3680, 1215514907, 2, 3, 222, -1037241958, 0, 0, 2, 15),
(3681, 1215514911, 2, 2, 152, -1115344860, 0, 0, 7, 0),
(3682, 1215514915, 3, 2, 56, 1312164149, 0, 0, 6, 0),
(3683, 1215514915, 2, 2, 108, 1326639234, 0, 0, 7, 0),
(3684, 1215514926, 1, 2, 152, -1115571464, 0, 0, 6, 0),
(3685, 1215514929, 2, 2, 74, 1304889182, 1, 3, 7, 0),
(3686, 1215514931, 2, 2, 77, 1376151024, 0, 0, 7, 0),
(3687, 1215514932, 3, 2, 225, -800530759, 0, 0, 6, 0),
(3688, 1215514943, 2, 4, 79, 1508384599, 0, 0, 0, 0),
(3689, 1215514947, 2, 1, 36, 1389489185, 0, 0, 8, 53),
(3690, 1215514965, 2, 2, 46, -906571336, 0, 0, 7, 0),
(3691, 1215514966, 3, 2, 152, -933482549, 0, 0, 6, 0),
(3692, 1215514970, 2, 1, 56, 1437877738, 0, 0, 9, 51),
(3693, 1215514970, 2, 2, 185, 1372068929, 0, 0, 7, 0),
(3694, 1215514984, 5, 2, 77, 1544225430, 0, 0, 6, 0),
(3695, 1215514996, 2, 3, 99, 1370917525, 0, 0, 2, 15),
(3696, 1215514996, 5, 2, 185, 1504283716, 0, 0, 7, 0),
(3697, 1215514997, 2, 1, 185, 1506834436, 0, 0, 9, 23),
(3698, 1215514998, 2, 1, 99, 1535844412, 0, 0, 9, 51),
(3699, 1215515001, 3, 2, 225, -1744253229, 0, 0, 6, 0),
(3700, 1215515016, 3, 2, 152, -1112669389, 1, 3, 6, 0),
(3701, 1215515028, 2, 1, 185, 1408042551, 0, 0, 9, 25),
(3702, 1215515031, 2, 2, 174, 1337465300, 0, 0, 7, 0),
(3703, 1215515031, 2, 2, 74, 1343216387, 0, 0, 7, 0),
(3704, 1215515036, 3, 2, 181, -933940842, 0, 0, 6, 0),
(3705, 1215515083, 3, 2, 185, -644467047, 1, 2, 6, 0),
(3706, 1215515102, 2, 3, 185, 1507758881, 0, 0, 2, 15),
(3707, 1215515122, 2, 2, 134, 704259712, 0, 0, 7, 0),
(3708, 1215515140, 3, 2, 117, -784633606, 0, 0, 6, 0),
(3709, 1215515159, 5, 2, 77, 1453267488, 0, 0, 7, 0),
(3710, 1215515166, 2, 4, 103, 1001537496, 0, 0, 0, 0),
(3711, 1215515177, 2, 2, 152, -1115659049, 0, 0, 7, 0),
(3712, 1215515177, 2, 3, 99, 1409542477, 0, 0, 2, 15),
(3713, 1215515190, 2, 2, 225, 206060363, 0, 0, 6, 0),
(3714, 1215515215, 3, 2, 230, -1102486633, 0, 0, 6, 0),
(3715, 1215515225, 2, 2, 152, -1113307702, 0, 0, 6, 0),
(3716, 1215515236, 5, 4, 56, 1496329019, 0, 0, 0, 0),
(3717, 1215515245, 3, 2, 67, 1386168890, 0, 0, 6, 0),
(3718, 1215515249, 3, 2, 77, 1509149692, 0, 0, 6, 0),
(3719, 1215515249, 5, 2, 103, 1001889754, 0, 0, 7, 0),
(3720, 1215515252, 2, 2, 56, 1413350056, 0, 0, 6, 0),
(3721, 1215515271, 2, 1, 185, -1030077922, 0, 0, 9, 25),
(3722, 1215515276, 2, 2, 152, -914055736, 0, 0, 7, 0),
(3723, 1215515278, 2, 2, 67, 1371056839, 1, 3, 7, 0),
(3724, 1215515303, 2, 2, 185, 1432054082, 0, 0, 7, 0),
(3725, 1215515306, 3, 2, 152, -1114274584, 1, 2, 6, 0),
(3726, 1215515310, 3, 2, 99, 1501833144, 0, 0, 6, 0),
(3727, 1215515314, 3, 2, 185, 1500631208, 0, 0, 6, 0),
(3728, 1215515318, 2, 2, 185, 1297600455, 0, 0, 7, 0),
(3729, 1215515324, 2, 2, 13, -1095287238, 0, 0, 7, 0),
(3730, 1215515326, 2, 2, 185, -649617003, 0, 0, 7, 0),
(3731, 1215515343, 3, 2, 152, -1114695117, 1, 5, 6, 0),
(3732, 1215515344, 3, 2, 210, 1990997374, 1, 2, 6, 0),
(3733, 1215515349, 2, 1, 185, 1347916040, 0, 0, 9, 10),
(3734, 1215515374, 2, 2, 99, 1409376718, 0, 0, 7, 0),
(3735, 1215515374, 3, 2, 13, -1103659382, 0, 0, 6, 0),
(3736, 1215515385, 3, 2, 103, 2057451449, 0, 0, 6, 0),
(3737, 1215515390, 3, 2, 185, 1534774045, 0, 0, 7, 0),
(3738, 1215515395, 2, 2, 161, 1386894613, 0, 0, 7, 0),
(3739, 1215515395, 5, 2, 24, 1434588987, 0, 0, 7, 0),
(3740, 1215515396, 2, 2, 108, 1410501875, 0, 0, 7, 0),
(3741, 1215515409, 2, 3, 15, 1416859726, 0, 0, 2, 15),
(3742, 1215515415, 3, 2, 185, 1401483374, 0, 0, 6, 0),
(3743, 1215515420, 2, 2, 161, -729811703, 0, 0, 7, 0),
(3744, 1215515436, 3, 2, 185, 1505687231, 0, 0, 6, 0),
(3745, 1215515443, 3, 2, 210, 973648054, 0, 0, 6, 0),
(3746, 1215515444, 2, 3, 210, 2088287265, 0, 0, 2, 12),
(3747, 1215515461, 3, 2, 56, 1496659881, 0, 0, 6, 0),
(3748, 1215515470, 1, 2, 31, -921021149, 0, 0, 6, 0),
(3749, 1215515485, 2, 2, 108, -1757191604, 0, 0, 7, 0),
(3750, 1215515512, 3, 2, 13, -934900972, 0, 0, 6, 0),
(3751, 1215515516, 2, 1, 185, -649948724, 0, 0, 9, 21),
(3752, 1215515522, 5, 2, 185, 1346825271, 0, 0, 7, 0),
(3753, 1215515543, 1, 2, 177, 1089322988, 0, 0, 6, 0),
(3754, 1215515561, 2, 2, 67, 1334844087, 0, 0, 7, 0),
(3755, 1215515561, 3, 2, 79, 1508386475, 0, 0, 6, 0),
(3756, 1215515574, 2, 4, 31, -1121039694, 0, 0, 0, 0),
(3757, 1215515582, 3, 2, 48, 2101393821, 0, 0, 6, 0),
(3758, 1215515588, 3, 2, 225, 1288741965, 0, 0, 6, 0),
(3759, 1215515591, 5, 2, 185, 1315633380, 0, 0, 7, 0),
(3760, 1215515616, 3, 2, 77, 1330363840, 0, 0, 6, 0),
(3761, 1215515620, 2, 2, 56, 1437628337, 0, 0, 7, 0),
(3762, 1215515635, 3, 2, 13, -1098212302, 0, 0, 6, 0),
(3763, 1215515638, 5, 2, 77, 1523793224, 0, 0, 7, 0),
(3764, 1215515638, 3, 2, 97, 1401104471, 0, 0, 6, 0),
(3765, 1215515654, 3, 2, 56, 1470561306, 0, 0, 6, 0),
(3766, 1215515663, 2, 2, 77, -643071665, 0, 0, 7, 0),
(3767, 1215515663, 2, 2, 152, -912186998, 0, 0, 7, 0),
(3768, 1215515674, 3, 2, 226, -1103060812, 0, 0, 6, 0),
(3769, 1215515682, 3, 2, 56, 1293545625, 0, 0, 6, 0),
(3770, 1215515685, 3, 2, 185, -649398359, 0, 0, 6, 0),
(3771, 1215515692, 2, 2, 56, 1548420792, 0, 0, 7, 0),
(3772, 1215515728, 2, 2, 225, 1164624897, 0, 0, 7, 0),
(3773, 1215515733, 4, 2, 225, 1094151745, 0, 0, 7, 0),
(3774, 1215515754, 3, 2, 152, -1113665355, 0, 0, 6, 0),
(3775, 1215515759, 2, 3, 122, 1546563978, 0, 0, 2, 12),
(3776, 1215515773, 2, 2, 161, 1386998100, 1, 3, 7, 0),
(3777, 1215515809, 2, 2, 56, 1401367189, 0, 0, 7, 0),
(3778, 1215515829, 1, 2, 0, -1407444453, 0, 0, 6, 0),
(3779, 1215515835, 3, 2, 67, 1344360496, 0, 0, 6, 0),
(3780, 1215515839, 2, 3, 103, 2079073181, 0, 0, 2, 15),
(3781, 1215515843, 1, 1, 56, 1351521636, 0, 0, 9, 0),
(3782, 1215515856, 3, 2, 134, -992403778, 0, 0, 6, 0),
(3783, 1215515857, 2, 3, 99, 1370993399, 0, 0, 2, 15),
(3784, 1215515859, 5, 4, 185, 1505681526, 0, 0, 0, 0),
(3785, 1215515860, 3, 2, 30, -908175691, 0, 0, 6, 0),
(3786, 1215515860, 3, 2, 67, 1476418909, 0, 0, 6, 0),
(3787, 1215515863, 3, 2, 46, -1096691452, 0, 0, 6, 0),
(3788, 1215515910, 2, 4, 161, 1052968690, 0, 0, 0, 0),
(3789, 1215515920, 2, 1, 0, -1062730748, 0, 0, 9, 24),
(3790, 1215515924, 2, 3, 225, 1207636093, 0, 0, 2, 15),
(3791, 1215515930, 3, 2, 102, 1442507242, 0, 0, 6, 0),
(3792, 1215515935, 3, 2, 185, 1450097605, 1, 2, 6, 0),
(3793, 1215515937, 3, 2, 122, -1018035166, 1, 4, 6, 0),
(3794, 1215515946, 1, 3, 56, 1551179729, 0, 0, 2, 15),
(3795, 1215515946, 3, 2, 222, 1534909043, 1, 2, 6, 0),
(3796, 1215515979, 3, 2, 152, -1113639486, 0, 0, 6, 0),
(3797, 1215515988, 2, 2, 152, -1113175737, 1, 3, 7, 0),
(3798, 1215515990, 2, 3, 233, 985390987, 0, 0, 2, 4),
(3799, 1215516002, 3, 2, 38, 1675971891, 0, 0, 6, 0),
(3800, 1215516021, 3, 2, 13, -1106143998, 0, 0, 6, 0),
(3801, 1215516033, 2, 2, 185, 1364751039, 0, 0, 7, 0),
(3802, 1215516038, 2, 2, 185, 1539636237, 0, 0, 7, 0),
(3803, 1215516049, 3, 2, 108, 1327706071, 0, 0, 6, 0),
(3804, 1215516059, 2, 2, 67, 1429950968, 0, 0, 7, 0),
(3805, 1215516066, 2, 3, 185, 1294551489, 0, 0, 2, 15),
(3806, 1215516072, 3, 2, 13, -1103917951, 0, 0, 6, 0),
(3807, 1215516128, 2, 1, 222, 1550865342, 0, 0, 9, 26),
(3808, 1215516136, 3, 2, 136, 1054698526, 1, 2, 6, 0),
(3809, 1215516160, 3, 2, 13, -1106830482, 1, 3, 6, 0),
(3810, 1215516167, 2, 2, 74, 1391565173, 0, 0, 7, 0);
INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(3811, 1215516190, 3, 2, 225, -1006423298, 0, 0, 6, 0),
(3812, 1215516202, 2, 1, 185, 1311034763, 0, 0, 9, 50),
(3813, 1215516203, 3, 2, 152, -1113658045, 0, 0, 6, 0),
(3814, 1215516221, 2, 2, 185, -1014508334, 0, 0, 7, 0),
(3815, 1215516223, 3, 2, 49, -1102830552, 0, 0, 6, 0),
(3816, 1215516236, 2, 2, 13, -932147147, 0, 0, 7, 0),
(3817, 1215516270, 2, 2, 77, 1365901223, 1, 5, 6, 0),
(3818, 1215516281, 2, 2, 24, 1426829840, 0, 0, 7, 0),
(3819, 1215516283, 2, 2, 131, 1518403664, 0, 0, 7, 0),
(3820, 1215516283, 2, 2, 31, -928920825, 0, 0, 7, 0),
(3821, 1215516286, 2, 2, 225, 1133412907, 0, 0, 7, 0),
(3822, 1215516289, 1, 3, 174, 1345455294, 0, 0, 2, 14),
(3823, 1215516292, 3, 2, 61, 702353459, 0, 0, 6, 0),
(3824, 1215516292, 2, 2, 67, 1361268022, 0, 0, 7, 0),
(3825, 1215516294, 3, 2, 99, 1475479011, 0, 0, 6, 0),
(3826, 1215516304, 3, 2, 152, -912761494, 1, 2, 6, 0),
(3827, 1215516307, 2, 2, 152, -914196666, 0, 0, 7, 0),
(3828, 1215516326, 1, 2, 225, -961495607, 0, 0, 6, 0),
(3829, 1215516330, 2, 2, 67, 1477377552, 0, 0, 6, 0),
(3830, 1215516340, 3, 2, 49, -1098882817, 0, 0, 6, 0),
(3831, 1215516351, 2, 2, 152, -912758827, 0, 0, 7, 0),
(3832, 1215516353, 3, 2, 185, 1504880155, 0, 0, 6, 0),
(3833, 1215516357, 3, 2, 185, -719624594, 0, 0, 6, 0),
(3834, 1215516389, 2, 2, 74, 1457296714, 1, 3, 7, 0),
(3835, 1215516390, 2, 3, 185, 1294546135, 0, 0, 2, 15),
(3836, 1215516392, 3, 2, 152, -1114255306, 0, 0, 6, 0),
(3837, 1215516397, 2, 2, 185, 1307054067, 0, 0, 7, 0),
(3838, 1215516413, 3, 2, 185, 1450097606, 1, 2, 6, 0),
(3839, 1215516417, 2, 3, 0, -1062718833, 0, 0, 1, 4),
(3840, 1215516433, 2, 2, 174, 1337870110, 0, 0, 7, 0),
(3841, 1215516453, 2, 2, 0, 167864621, 0, 0, 6, 0),
(3842, 1215516454, 2, 2, 225, 1205785336, 0, 0, 7, 0),
(3843, 1215516457, 5, 2, 77, 1533790200, 0, 0, 7, 0),
(3844, 1215516473, 3, 2, 230, -938956719, 0, 0, 6, 0),
(3845, 1215516475, 2, 2, 225, 1161662674, 0, 0, 7, 0),
(3846, 1215516480, 3, 2, 67, 1476747734, 0, 0, 6, 0),
(3847, 1215516484, 1, 2, 225, 1291472583, 0, 0, 6, 0),
(3848, 1215516487, 5, 2, 225, 1125224533, 0, 0, 7, 0),
(3849, 1215516491, 3, 2, 56, 1312191580, 0, 0, 6, 0),
(3850, 1215516495, 2, 4, 185, 1531725785, 0, 0, 0, 0),
(3851, 1215516513, 2, 1, 185, 1506560261, 0, 0, 9, 26),
(3852, 1215516540, 3, 2, 0, -1067122459, 0, 0, 6, 0),
(3853, 1215516551, 2, 2, 152, -1112541342, 0, 0, 7, 0),
(3854, 1215516571, 3, 2, 67, 1335139468, 0, 0, 7, 0),
(3855, 1215516571, 3, 2, 185, 1403482121, 0, 0, 6, 0),
(3856, 1215516584, 3, 2, 103, 995947798, 0, 0, 6, 0),
(3857, 1215516586, 2, 2, 173, -882660009, 0, 0, 7, 0),
(3858, 1215516594, 3, 2, 13, -934220446, 0, 0, 6, 0),
(3859, 1215516599, 3, 2, 185, -1012778176, 0, 0, 6, 0),
(3860, 1215516604, 5, 2, 13, -1104052319, 0, 0, 7, 0),
(3861, 1215516610, 2, 2, 177, 1089313562, 1, 3, 7, 0),
(3862, 1215516615, 2, 3, 222, 1503842690, 0, 0, 2, 6),
(3863, 1215516615, 3, 2, 13, -905998146, 0, 0, 6, 0),
(3864, 1215516623, 3, 2, 99, 1505392846, 0, 0, 6, 0),
(3865, 1215516625, 2, 1, 185, 1334566615, 0, 0, 9, 0),
(3866, 1215516631, 2, 2, 210, 973717053, 0, 0, 7, 0),
(3867, 1215516658, 2, 2, 99, 1432004132, 1, 3, 6, 0),
(3868, 1215516675, 5, 2, 13, -1092516749, 0, 0, 7, 0),
(3869, 1215516683, 3, 2, 152, -913371771, 0, 0, 6, 0),
(3870, 1215516696, 2, 2, 185, 1047938442, 1, 3, 7, 0),
(3871, 1215516706, 3, 2, 174, 1440593966, 0, 0, 6, 0),
(3872, 1215516719, 2, 2, 13, -1105235155, 0, 0, 7, 0),
(3873, 1215516728, 3, 2, 152, -1113496633, 1, 3, 6, 0),
(3874, 1215516729, 3, 2, 108, 1382794694, 0, 0, 6, 0),
